Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-03-19 05:00:00,Armenia,Armenia,AM,168.95,232.98,54.34,18.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 06:00:00,Armenia,Armenia,AM,165.6,228.89,55.24,18.61,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 07:00:00,Armenia,Armenia,AM,164.64,227.9,55.5,19.97,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 08:00:00,Armenia,Armenia,AM,164.19,227.38,55.62,20.41,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 09:00:00,Armenia,Armenia,AM,162.46,225.16,56.09,20.65,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 10:00:00,Armenia,Armenia,AM,162.97,225.34,55.96,20.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 11:00:00,Armenia,Armenia,AM,169.12,232.82,54.29,17.18,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 12:00:00,Armenia,Armenia,AM,177.55,243.52,52.01,15.17,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 13:00:00,Armenia,Armenia,AM,176.45,242.29,52.31,15.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 14:00:00,Armenia,Armenia,AM,173.9,239.05,53.0,16.67,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 15:00:00,Armenia,Armenia,AM,178.24,244.36,51.83,15.96,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 16:00:00,Armenia,Armenia,AM,179.74,246.04,51.42,13.99,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 17:00:00,Armenia,Armenia,AM,176.26,241.26,52.36,12.91,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 18:00:00,Armenia,Armenia,AM,179.31,245.05,51.54,11.69,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 19:00:00,Armenia,Armenia,AM,179.16,244.81,51.58,11.34,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 20:00:00,Armenia,Armenia,AM,178.86,244.19,51.66,9.33,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 21:00:00,Armenia,Armenia,AM,184.95,251.58,50.01,5.32,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 22:00:00,Armenia,Armenia,AM,191.32,259.59,48.29,3.51,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-19 23:00:00,Armenia,Armenia,AM,191.77,259.97,48.17,1.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 00:00:00,Armenia,Armenia,AM,190.21,258.07,48.59,2.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 01:00:00,Armenia,Armenia,AM,197.07,266.76,46.74,1.43,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 02:00:00,Armenia,Armenia,AM,198.58,269.26,46.33,3.93,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 03:00:00,Armenia,Armenia,AM,191.37,260.53,48.28,8.33,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 04:00:00,Armenia,Armenia,AM,170.0,234.32,54.05,17.78,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 05:00:00,Armenia,Armenia,AM,164.83,228.33,55.45,19.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 06:00:00,Armenia,Armenia,AM,155.17,216.37,58.06,22.06,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 07:00:00,Armenia,Armenia,AM,153.7,214.74,58.46,23.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 08:00:00,Armenia,Armenia,AM,150.61,210.83,59.29,23.69,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 09:00:00,Armenia,Armenia,AM,149.88,209.88,59.49,23.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 10:00:00,Armenia,Armenia,AM,147.38,206.67,60.17,24.42,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 11:00:00,Armenia,Armenia,AM,152.76,212.93,58.71,21.26,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 12:00:00,Armenia,Armenia,AM,156.45,217.55,57.72,20.48,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 13:00:00,Armenia,Armenia,AM,164.95,227.87,55.42,17.54,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 14:00:00,Armenia,Armenia,AM,173.32,238.44,53.16,16.24,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 15:00:00,Armenia,Armenia,AM,176.03,241.47,52.42,16.38,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 16:00:00,Armenia,Armenia,AM,179.29,245.44,51.54,14.1,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 17:00:00,Armenia,Armenia,AM,174.69,239.31,52.79,13.63,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 18:00:00,Armenia,Armenia,AM,176.01,240.94,52.43,13.03,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 19:00:00,Armenia,Armenia,AM,176.42,241.41,52.32,12.46,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 20:00:00,Armenia,Armenia,AM,177.75,242.88,51.96,10.42,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 21:00:00,Armenia,Armenia,AM,181.77,247.66,50.87,6.92,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 22:00:00,Armenia,Armenia,AM,185.06,251.85,49.98,6.47,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-20 23:00:00,Armenia,Armenia,AM,186.12,253.01,49.7,4.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 00:00:00,Armenia,Armenia,AM,190.15,258.2,48.61,4.53,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 01:00:00,Armenia,Armenia,AM,193.74,262.67,47.64,3.17,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 02:00:00,Armenia,Armenia,AM,194.8,264.6,47.35,5.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 03:00:00,Armenia,Armenia,AM,183.79,251.19,50.33,11.83,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 04:00:00,Armenia,Armenia,AM,161.14,223.41,56.45,20.7,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 05:00:00,Armenia,Armenia,AM,154.64,215.5,58.21,21.69,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 06:00:00,Armenia,Armenia,AM,153.82,214.63,58.43,22.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 07:00:00,Armenia,Armenia,AM,152.66,213.41,58.74,23.32,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 08:00:00,Armenia,Armenia,AM,150.23,210.24,59.4,23.43,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 09:00:00,Armenia,Armenia,AM,153.11,213.74,58.62,23.24,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 10:00:00,Armenia,Armenia,AM,149.56,209.19,59.58,24.22,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 11:00:00,Armenia,Armenia,AM,152.91,212.95,58.67,21.42,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 12:00:00,Armenia,Armenia,AM,154.72,215.2,58.18,21.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 13:00:00,Armenia,Armenia,AM,170.19,234.57,54.0,17.36,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 14:00:00,Armenia,Armenia,AM,167.8,231.64,54.65,19.11,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 15:00:00,Armenia,Armenia,AM,174.6,239.7,52.81,17.08,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 16:00:00,Armenia,Armenia,AM,177.85,243.75,51.93,15.37,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 17:00:00,Armenia,Armenia,AM,172.13,236.13,53.48,14.61,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 18:00:00,Armenia,Armenia,AM,174.44,239.01,52.85,13.77,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 19:00:00,Armenia,Armenia,AM,175.33,240.07,52.61,12.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 20:00:00,Armenia,Armenia,AM,175.56,240.13,52.55,11.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 21:00:00,Armenia,Armenia,AM,181.61,247.42,50.92,6.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 22:00:00,Armenia,Armenia,AM,185.3,252.09,49.92,5.83,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-21 23:00:00,Armenia,Armenia,AM,184.86,251.35,50.04,4.43,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 00:00:00,Armenia,Armenia,AM,188.43,255.9,49.07,3.95,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 01:00:00,Armenia,Armenia,AM,191.59,259.84,48.22,2.77,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 02:00:00,Armenia,Armenia,AM,191.07,259.77,48.36,5.5,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 03:00:00,Armenia,Armenia,AM,180.48,246.89,51.22,11.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 04:00:00,Armenia,Armenia,AM,160.64,222.65,56.58,20.31,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 05:00:00,Armenia,Armenia,AM,158.04,219.74,57.29,21.37,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 06:00:00,Armenia,Armenia,AM,154.52,215.38,58.24,22.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 07:00:00,Armenia,Armenia,AM,150.25,210.29,59.39,24.02,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 08:00:00,Armenia,Armenia,AM,151.28,211.46,59.11,23.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 09:00:00,Armenia,Armenia,AM,151.16,211.27,59.15,23.8,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 10:00:00,Armenia,Armenia,AM,147.61,206.38,60.11,23.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 11:00:00,Armenia,Armenia,AM,155.15,215.24,58.07,20.05,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 12:00:00,Armenia,Armenia,AM,168.68,232.53,54.41,18.27,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 13:00:00,Armenia,Armenia,AM,174.75,239.82,52.77,15.19,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 14:00:00,Armenia,Armenia,AM,168.85,232.81,54.36,18.14,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 15:00:00,Armenia,Armenia,AM,172.83,237.41,53.29,16.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 16:00:00,Armenia,Armenia,AM,175.44,240.68,52.58,15.34,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 17:00:00,Armenia,Armenia,AM,171.47,235.2,53.66,13.97,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 18:00:00,Armenia,Armenia,AM,173.47,237.75,53.12,13.67,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 19:00:00,Armenia,Armenia,AM,175.21,239.89,52.65,12.85,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 20:00:00,Armenia,Armenia,AM,170.27,233.61,53.98,13.69,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 21:00:00,Armenia,Armenia,AM,176.25,240.78,52.37,9.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 22:00:00,Armenia,Armenia,AM,180.61,246.29,51.19,7.99,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-22 23:00:00,Armenia,Armenia,AM,181.96,247.82,50.82,6.27,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 00:00:00,Armenia,Armenia,AM,173.74,237.23,53.04,6.49,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 01:00:00,Armenia,Armenia,AM,179.56,244.44,51.47,3.9,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 02:00:00,Armenia,Armenia,AM,176.14,240.62,52.4,6.17,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 03:00:00,Armenia,Armenia,AM,168.92,231.97,54.35,10.94,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 04:00:00,Armenia,Armenia,AM,142.96,200.12,61.36,22.32,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 05:00:00,Armenia,Armenia,AM,139.32,195.71,62.35,23.04,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 06:00:00,Armenia,Armenia,AM,134.91,190.71,63.54,25.3,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 07:00:00,Armenia,Armenia,AM,135.01,190.99,63.51,25.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 08:00:00,Armenia,Armenia,AM,131.6,186.75,64.43,26.44,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 09:00:00,Armenia,Armenia,AM,127.77,181.62,65.47,26.99,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 10:00:00,Armenia,Armenia,AM,125.53,178.43,66.07,27.36,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 11:00:00,Armenia,Armenia,AM,128.33,181.26,65.32,23.56,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 12:00:00,Armenia,Armenia,AM,135.39,190.03,63.41,22.19,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 13:00:00,Armenia,Armenia,AM,151.09,209.89,59.16,18.23,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 14:00:00,Armenia,Armenia,AM,149.97,208.74,59.47,20.37,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 15:00:00,Armenia,Armenia,AM,153.87,213.25,58.41,19.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 16:00:00,Armenia,Armenia,AM,157.73,218.12,57.37,18.34,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 17:00:00,Armenia,Armenia,AM,155.93,215.39,57.86,16.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 18:00:00,Armenia,Armenia,AM,155.59,215.02,57.95,16.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 19:00:00,Armenia,Armenia,AM,153.9,212.85,58.41,16.93,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 20:00:00,Armenia,Armenia,AM,157.75,217.51,57.36,14.24,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 21:00:00,Armenia,Armenia,AM,168.97,231.31,54.33,8.48,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 22:00:00,Armenia,Armenia,AM,173.58,237.17,53.09,7.65,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-23 23:00:00,Armenia,Armenia,AM,174.23,237.78,52.91,5.79,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 00:00:00,Armenia,Armenia,AM,173.3,236.6,53.16,6.01,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 01:00:00,Armenia,Armenia,AM,174.15,238.11,52.93,7.19,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 02:00:00,Armenia,Armenia,AM,175.71,240.06,52.51,5.77,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 03:00:00,Armenia,Armenia,AM,168.27,231.07,54.52,10.46,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 04:00:00,Armenia,Armenia,AM,144.48,202.08,60.95,21.67,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 05:00:00,Armenia,Armenia,AM,143.92,201.85,61.1,22.53,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 06:00:00,Armenia,Armenia,AM,138.77,195.52,62.49,23.52,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 07:00:00,Armenia,Armenia,AM,135.19,191.2,63.46,24.76,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 08:00:00,Armenia,Armenia,AM,132.35,187.73,64.23,25.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 09:00:00,Armenia,Armenia,AM,131.6,186.65,64.43,25.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 10:00:00,Armenia,Armenia,AM,131.34,185.98,64.5,25.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 11:00:00,Armenia,Armenia,AM,132.09,186.39,64.3,23.11,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 12:00:00,Armenia,Armenia,AM,137.11,192.9,62.94,22.66,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 13:00:00,Armenia,Armenia,AM,145.77,203.41,60.6,19.27,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 14:00:00,Armenia,Armenia,AM,154.84,214.66,58.15,17.9,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 15:00:00,Armenia,Armenia,AM,154.71,214.45,58.19,20.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 16:00:00,Armenia,Armenia,AM,153.7,213.06,58.46,19.2,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 17:00:00,Armenia,Armenia,AM,149.83,207.72,59.51,17.98,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 18:00:00,Armenia,Armenia,AM,154.39,213.5,58.27,17.01,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 19:00:00,Armenia,Armenia,AM,154.36,213.39,58.28,16.46,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 20:00:00,Armenia,Armenia,AM,164.34,225.73,55.58,11.8,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 21:00:00,Armenia,Armenia,AM,169.34,231.67,54.23,7.55,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 22:00:00,Armenia,Armenia,AM,172.61,235.85,53.35,7.12,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-24 23:00:00,Armenia,Armenia,AM,172.95,236.06,53.26,5.26,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 00:00:00,Armenia,Armenia,AM,172.37,235.5,53.41,6.77,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 01:00:00,Armenia,Armenia,AM,174.65,238.81,52.8,7.89,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 02:00:00,Armenia,Armenia,AM,179.08,244.49,51.6,7.35,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 03:00:00,Armenia,Armenia,AM,172.26,236.47,53.44,13.48,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 04:00:00,Armenia,Armenia,AM,151.74,211.32,58.99,22.72,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 05:00:00,Armenia,Armenia,AM,154.64,215.0,58.2,21.4,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 06:00:00,Armenia,Armenia,AM,144.52,202.71,60.94,24.47,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 07:00:00,Armenia,Armenia,AM,143.11,201.29,61.32,25.88,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 08:00:00,Armenia,Armenia,AM,138.96,196.14,62.44,26.21,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 09:00:00,Armenia,Armenia,AM,140.06,197.23,62.15,25.71,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2024-03-25 10:00:00,Armenia,Armenia,AM,137.84,194.18,62.75,25.82,EMBER + Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
